id,query,tokens_regular,tokens_lemmatized
NG18_Recommendations: Terms used in this guideline & Recommendations for research: 1 Use of routinely collected real-world data to examine the effectiveness and cost effectiveness of continuous glucose monitoring,What is the effectiveness and cost effectiveness of continuous glucose monitoring in children and young people with type 1 diabetes?,"['effectiveness', 'cost', 'effectiveness', 'continuous', 'glucose', 'monitoring', 'children', 'young', 'people', 'type', 'diabetes']","['effectiveness', 'cost', 'effectiveness', 'continuous', 'glucose', 'monitoring', 'child', 'young', 'people', 'type', 'diabetes']"
NG18_Recommendations for research: 2 Effectiveness of glucose-lowering agents used to manage blood glucose levels in children and young people with type 2 diabetes,What is the effectiveness of glucose-lowering medications in children and young people with type 2 diabetes?,"['effectiveness', 'glucoselowering', 'medications', 'children', 'young', 'people', 'type', 'diabetes']","['effectiveness', 'glucoselowering', 'medication', 'child', 'young', 'people', 'type', 'diabetes']"
NG18_Recommendations for research: 3 Weekly treatment with glucose-lowering agents for managing blood glucose levels & Recommendations for research: 4 Continuous glucose monitor sensor adhesive to prevent sensitivities,What is the effectiveness of weekly versus daily glucose-lowering treatment in children and young people with type 2 diabetes?,"['effectiveness', 'weekly', 'versus', 'daily', 'glucoselowering', 'treatment', 'children', 'young', 'people', 'type', 'diabetes']","['effectiveness', 'weekly', 'versus', 'daily', 'glucoselowering', 'treatment', 'child', 'young', 'people', 'type', 'diabetes']"
NG18_Rationale and impact: Continuous glucose monitoring in children with type 1 diabetes - Part 1,What are the benefits and recommendations for continuous glucose monitoring in children with type 1 diabetes?,"['benefits', 'recommendations', 'continuous', 'glucose', 'monitoring', 'children', 'type', 'diabetes']","['benefit', 'recommendation', 'continuous', 'glucose', 'monitoring', 'child', 'type', 'diabetes']"
NG18_Rationale and impact: Continuous glucose monitoring in children with type 1 diabetes - Part 2,What factors should be considered when choosing continuous glucose monitoring devices for children and young people with type 1 diabetes?,"['factors', 'considered', 'choosing', 'continuous', 'glucose', 'monitoring', 'devices', 'children', 'young', 'people', 'type', 'diabetes']","['factor', 'considered', 'choosing', 'continuous', 'glucose', 'monitoring', 'device', 'child', 'young', 'people', 'type', 'diabetes']"
NG18_Rationale and impact: Continuous glucose monitoring in children with type 1 diabetes - Part 3,What strategies are recommended to reduce skin sensitivities to continuous glucose monitor sensors in children and young people with type 1 diabetes?,"['strategies', 'recommended', 'reduce', 'skin', 'sensitivities', 'continuous', 'glucose', 'monitor', 'sensors', 'children', 'young', 'people', 'type', 'diabetes']","['strategy', 'recommended', 'reduce', 'skin', 'sensitivity', 'continuous', 'glucose', 'monitor', 'sensor', 'child', 'young', 'people', 'type', 'diabetes']"
NG18_Rationale and impact: Periodontitis,What are the recommended oral health review practices for children and young people with diabetes to prevent periodontitis?,"['recommended', 'oral', 'health', 'review', 'practices', 'children', 'young', 'people', 'diabetes', 'prevent', 'periodontitis']","['recommended', 'oral', 'health', 'review', 'practice', 'child', 'young', 'people', 'diabetes', 'prevent', 'periodontitis']"
NG18_Rationale and impact: Glucose-lowering agents for managing blood glucose levels in children and young people with type 2 diabetes - Part 1,What are the recommended glucose-lowering agents and education strategies for managing type 2 diabetes in children and young people?,"['recommended', 'glucoselowering', 'agents', 'education', 'strategies', 'managing', 'type', 'diabetes', 'children', 'young', 'people']","['recommended', 'glucoselowering', 'agent', 'education', 'strategy', 'managing', 'type', 'diabetes', 'child', 'young', 'people']"
NG18_Rationale and impact: Glucose-lowering agents for managing blood glucose levels in children and young people with type 2 diabetes - Part 2,What are the recommended blood glucose monitoring and treatment review practices for children and young people with type 2 diabetes?,"['recommended', 'blood', 'glucose', 'monitoring', 'treatment', 'review', 'practices', 'children', 'young', 'people', 'type', 'diabetes']","['recommended', 'blood', 'glucose', 'monitoring', 'treatment', 'review', 'practice', 'child', 'young', 'people', 'type', 'diabetes']"
NG18_Rationale and impact: Glucose-lowering agents for managing blood glucose levels in children and young people with type 2 diabetes - Part 3,What are the recommended monitoring and review intervals for blood glucose in children and young people with type 2 diabetes?,"['recommended', 'monitoring', 'review', 'intervals', 'blood', 'glucose', 'children', 'young', 'people', 'type', 'diabetes']","['recommended', 'monitoring', 'review', 'interval', 'blood', 'glucose', 'child', 'young', 'people', 'type', 'diabetes']"
NG18_Rationale and impact: Glucose-lowering agents for managing blood glucose levels in children and young people with type 2 diabetes - Part 4,Should children and young people with type 2 diabetes be offered continuous glucose monitoring?,"['children', 'young', 'people', 'type', 'diabetes', 'offered', 'continuous', 'glucose', 'monitoring']","['child', 'young', 'people', 'type', 'diabetes', 'offered', 'continuous', 'glucose', 'monitoring']"
NG18_Rationale and impact: Glucose-lowering agents for managing blood glucose levels in children and young people with type 2 diabetes - Part 5,When should insulin be reduced in people with type 2 diabetes who have been on insulin therapy since diagnosis?,"['insulin', 'reduced', 'people', 'type', 'diabetes', 'insulin', 'therapy', 'since', 'diagnosis']","['insulin', 'reduced', 'people', 'type', 'diabetes', 'insulin', 'therapy', 'since', 'diagnosis']"
NG18_Rationale and impact: Glucose-lowering agents for managing blood glucose levels in children and young people with type 2 diabetes - Part 6,What are the criteria for reducing insulin use in people with type 2 diabetes who have achieved HbA1c targets?,"['criteria', 'reducing', 'insulin', 'use', 'people', 'type', 'diabetes', 'achieved', 'hba1c', 'targets']","['criterion', 'reducing', 'insulin', 'use', 'people', 'type', 'diabetes', 'achieved', 'hba1c', 'target']"
NG18_Rationale and impact: Glucose-lowering agents for managing blood glucose levels in children and young people with type 2 diabetes - Part 7,What are the recommended treatment options for managing type 2 diabetes in children and young people aged 10 years and over?,"['recommended', 'treatment', 'options', 'managing', 'type', 'diabetes', 'children', 'young', 'people', 'aged', 'years']","['recommended', 'treatment', 'option', 'managing', 'type', 'diabetes', 'child', 'young', 'people', 'aged', 'year']"
NG18_Rationale and impact: Glucose-lowering agents for managing blood glucose levels in children and young people with type 2 diabetes - Part 8,What are the current recommendations for selecting glucose-lowering treatments for children and young people with type 2 diabetes?,"['current', 'recommendations', 'selecting', 'glucoselowering', 'treatments', 'children', 'young', 'people', 'type', 'diabetes']","['current', 'recommendation', 'selecting', 'glucoselowering', 'treatment', 'child', 'young', 'people', 'type', 'diabetes']"
NG18_Rationale and impact: Glucose-lowering agents for managing blood glucose levels in children and young people with type 2 diabetes - Part 9,"How do NICE guidelines recommend managing the use of liraglutide, dulaglutide, and empagliflozin in children and young people with type 2 diabetes?","['nice', 'guidelines', 'recommend', 'managing', 'use', 'liraglutide', 'dulaglutide', 'empagliflozin', 'children', 'young', 'people', 'type', 'diabetes']","['nice', 'guideline', 'recommend', 'managing', 'use', 'liraglutide', 'dulaglutide', 'empagliflozin', 'child', 'young', 'people', 'type', 'diabetes']"
NG18_Rationale and impact: Fluid therapy for diabetic ketoacidosis - Part 1,What is the recommended rate of fluid administration for treating diabetic ketoacidosis in children and young people?,"['recommended', 'rate', 'fluid', 'administration', 'treating', 'diabetic', 'ketoacidosis', 'children', 'young', 'people']","['recommended', 'rate', 'fluid', 'administration', 'treating', 'diabetic', 'ketoacidosis', 'child', 'young', 'people']"
NG18_Rationale and impact: Fluid therapy for diabetic ketoacidosis - Part 2,What are the current NICE recommendations for fluid and electrolyte management in children with diabetic ketoacidosis?,"['current', 'nice', 'recommendations', 'fluid', 'electrolyte', 'management', 'children', 'diabetic', 'ketoacidosis']","['current', 'nice', 'recommendation', 'fluid', 'electrolyte', 'management', 'child', 'diabetic', 'ketoacidosis']"
NG18_Context,What are the recommended management strategies for children and young people with type 1 and type 2 diabetes?,"['recommended', 'management', 'strategies', 'children', 'young', 'people', 'type', 'type', 'diabetes']","['recommended', 'management', 'strategy', 'child', 'young', 'people', 'type', 'type', 'diabetes']"
NG190_Secondary bacterial infection of eczema and other common skin conditions: antimicrobial prescribing & Overview,What are the recommended antimicrobial prescribing strategies for secondary bacterial infections in eczema?,"['recommended', 'antimicrobial', 'prescribing', 'strategies', 'secondary', 'bacterial', 'infections', 'eczema']","['recommended', 'antimicrobial', 'prescribing', 'strategy', 'secondary', 'bacterial', 'infection', 'eczema']"
NG190_Recommendations: 1.1 Managing secondary bacterial infections of eczema - Part 1,What are the recommended management strategies for secondary bacterial infections in eczema patients?,"['recommended', 'management', 'strategies', 'secondary', 'bacterial', 'infections', 'eczema', 'patients']","['recommended', 'management', 'strategy', 'secondary', 'bacterial', 'infection', 'eczema', 'patient']"
NG190_Recommendations: 1.1 Managing secondary bacterial infections of eczema - Part 2,What are the considerations for choosing between topical and oral antibiotics for secondary bacterial eczema infections?,"['considerations', 'choosing', 'topical', 'oral', 'antibiotics', 'secondary', 'bacterial', 'eczema', 'infections']","['consideration', 'choosing', 'topical', 'oral', 'antibiotic', 'secondary', 'bacterial', 'eczema', 'infection']"
NG190_Recommendations: 1.1 Managing secondary bacterial infections of eczema - Part 3,When should I refer a patient with secondary bacterial eczema infection to specialist care?,"['refer', 'patient', 'secondary', 'bacterial', 'eczema', 'infection', 'specialist', 'care']","['refer', 'patient', 'secondary', 'bacterial', 'eczema', 'infection', 'specialist', 'care']"
NG190_Recommendations: 1.2 Choice of antibiotic - Part 1,What is the recommended antibiotic treatment for secondary bacterial infection of eczema in adults and children?,"['recommended', 'antibiotic', 'treatment', 'secondary', 'bacterial', 'infection', 'eczema', 'adults', 'children']","['recommended', 'antibiotic', 'treatment', 'secondary', 'bacterial', 'infection', 'eczema', 'adult', 'child']"
