id,source,query
NG17_Recommendations: 1.3 Education and information - Part 2,NG17,What are the recommended strategies for educating adults with type 1 diabetes about self-care and hypoglycemia management?
NG17_Recommendations: 1.4 Dietary management - Part 1,NG17,What are the recommended dietary management strategies for adults with type 1 diabetes?
NG17_Recommendations: 1.4 Dietary management - Part 2,NG17,What are the recommended dietary strategies for managing blood glucose and cardiovascular risk in adults with type 1 diabetes?
NG17_Recommendations: 1.5 Physical activity,NG17,What advice should be given to adults with type 1 diabetes about managing blood glucose during physical activity?
NG17_Recommendations: 1.6 Blood glucose management - Part 1,NG17,What are the recommended blood glucose monitoring and HbA1c target levels for adults with type 1 diabetes?
NG17_Recommendations: 1.6 Blood glucose management - Part 2,NG17,How should adults with type 1 diabetes choose between real-time and flash continuous glucose monitoring?
NG17_Recommendations: 1.6 Blood glucose management - Part 3,NG17,What are the recommended practices for using and monitoring continuous glucose monitoring in adults with type 1 diabetes?
NG17_Recommendations: 1.6 Blood glucose management - Part 4,NG17,What is the recommended frequency for self-monitoring blood glucose in adults with type 1 diabetes?
NG17_Recommendations: 1.6 Blood glucose management - Part 5,NG17,What are the recommended blood glucose targets for adults with type 1 diabetes?
NG17_Recommendations: 1.7 Insulin therapy - Part 1,NG17,What are the recommended insulin regimens for adults with type 1 diabetes?
NG17_Recommendations: 1.7 Insulin therapy - Part 2,NG17,How should I approach switching to a biosimilar insulin in type 1 diabetes management?
NG17_Recommendations: 1.7 Insulin therapy - Part 3,NG17,What are the recommendations for insulin injection devices and site management in adults with type 1 diabetes?
NG17_Recommendations: 1.7 Insulin therapy - Part 4,NG17,What are the guidelines for managing insulin doses during illness in adults with type 1 diabetes?
NG17_Recommendations: 1.8 Referral for islet or pancreas transplantation,NG17,When should adults with type 1 diabetes be referred for islet or pancreas transplantation?
NG17_Recommendations: 1.9 Hypoglycaemia awareness and management - Part 1,NG17,How should hypoglycaemia awareness be assessed and managed in adults with type 1 diabetes?
NG17_Recommendations: 1.9 Hypoglycaemia awareness and management - Part 2,NG17,What are the recommended treatments for severe hypoglycaemia in adults with type 1 diabetes?
NG17_Recommendations: 1.10 Ketone monitoring and managing diabetic ketoacidosis - Part 1,NG17,What are the recommended practices for ketone monitoring and management of diabetic ketoacidosis in adults with type 1 diabetes?
NG17_Recommendations: 1.10 Ketone monitoring and managing diabetic ketoacidosis - Part 2 & Recommendations: 1.11 Associated illness,NG17,What are the recommended management strategies for diabetic ketoacidosis in adults?
NG17_Recommendations: 1.12 Control of cardiovascular risk - Part 1,NG17,What are the recommended strategies for managing cardiovascular risk in adults with type 1 diabetes?
NG17_Recommendations: 1.12 Control of cardiovascular risk - Part 2,NG17,What are the blood pressure targets for adults with type 1 diabetes based on urine albumin:creatinine ratio?
NG17_Recommendations: 1.12 Control of cardiovascular risk - Part 3 & Recommendations: 1.13 Caring for adults with type 1 diabetes in hospital,NG17,What are the recommended strategies for managing hypertension in adults with type 1 diabetes?
NG17_Recommendations: 1.13 Caring for adults with type 1 diabetes in hospital - Part 1,NG17,What is the recommended blood glucose target for adults with type 1 diabetes during surgery or acute illness?
NG17_Recommendations: 1.13 Caring for adults with type 1 diabetes in hospital - Part 2,NG17,How should adults with type 1 diabetes be supported to self-administer insulin while hospitalized?
NG17_Recommendations: 1.14 Managing complications - Part 1,NG17,What are the recommended management strategies for periodontitis in adults with type 1 diabetes?
NG17_Recommendations: 1.14 Managing complications - Part 2,NG17,When should an ophthalmologist be consulted for sudden vision loss or retinal detachment in diabetic patients?
NG17_Recommendations: 1.14 Managing complications - Part 3,NG17,What are the management strategies for autonomic neuropathy in adults with type 1 diabetes?
NG17_Recommendations: 1.14 Managing complications - Part 4,NG17,What are the recommended management strategies for gastroparesis-related vomiting in adults with type 1 diabetes?
NG17_Recommendations: 1.14 Managing complications - Part 5,NG17,When should domperidone be prescribed for gastroparesis in adults with diabetes?
NG17_Recommendations: 1.14 Managing complications - Part 6,NG17,What are the recommended treatments for acute painful neuropathy in adults with type 1 diabetes after rapid blood glucose improvement?
NG17_Recommendations: 1.14 Managing complications - Part 7,NG17,What are the recommended approaches for managing mental health and eating disorders in adults with type 1 diabetes?
NG17_Recommendations: Terms used in this guideline,NG17,What is continuous glucose monitoring and how is it used in diabetes management?
NG17_Recommendations for research,NG17,What clinical features help distinguish type 1 diabetes from other types of diabetes?
NG17_Rationale and impact: Diagnosis - Part 1,NG17,What are the recommended methods for diagnosing and distinguishing between type 1 and type 2 diabetes?
NG17_Rationale and impact: Diagnosis - Part 2,NG17,How does autoantibody testing improve the accuracy of diabetes diagnosis at presentation?
NG17_Rationale and impact: Continuous glucose monitoring - Part 1,NG17,What are the benefits of real-time versus intermittently scanned continuous glucose monitoring for adults with type 1 diabetes?
NG17_Rationale and impact: Continuous glucose monitoring - Part 2,NG17,How can healthcare teams improve access to continuous glucose monitoring for people with diabetes?
NG17_Rationale and impact: Long-acting insulin - Part 1,NG17,What are the recommended long-acting insulins for adults with type 1 diabetes to reduce hypoglycaemia risk?
NG17_Rationale and impact: Long-acting insulin - Part 2,NG17,What are the guidelines for switching to biosimilar insulins in type 1 and type 2 diabetes management?
NG17_Rationale and impact: Periodontitis - Part 1,NG17,What is the impact of periodontal treatment on glycemic control in people with diabetes?
NG17_Rationale and impact: Periodontitis - Part 2,NG17,How can oral healthcare professionals improve care pathways for people with diabetes to enhance oral health outcomes?
NG17_Context,NG17,What are the best practices for insulin management in adults with type 1 diabetes?
NG180_Perioperative care in adults & Overview,NG180,What are the key considerations for perioperative care in adults undergoing elective or emergency surgery?
NG180_Recommendations: 1.1 Information and support for people having surgery,NG180,What are the recommended practices for providing information and support to patients undergoing surgery?
NG180_Recommendations: 1.2 Enhanced recovery programmes,NG180,What are the benefits of enhanced recovery programmes for patients undergoing elective major or complex surgery?
NG180_Recommendations: 1.3 Preoperative care - Part 1,NG180,What are the recommended preoperative assessments and risk management strategies for surgery?
